producto,categoria,precio,Rubro,categoria,,569,electro
MICRO SD 16GB HIKVISION CLASE 10 C1,memorias,8.55833,001-0282,memorias,,,
MICRO SD 16GB SANDISK ULTRA CLASE 10,memorias,9.66306,001-0282,memorias,,,
MICRO SD 32GB SANDISK ULTRA CLASE 10,memorias,12.67112,001-0282,memorias,,,
MICRO SD 8GB HIKVISION CLASE 10 C1,memorias,8.07917,001-0282,memorias,,,
BIBLIOTEA ALTA CIEGA QUICKLINE (NEGRO-CEDRO),electro,192.74211,001-0290,electro,,,
BIBLIOTEC. 1195 ALTA PTAS MEL Y MET,electro,424.26956,001-0290,electro,,,
BIBLIOTECA 1196 ALTA PTA ENTERA METAL,electro,488.42376,001-0290,electro,,,
BIBLIOTECA 1851 SUPERIOR 91x116x24 NEGRO/CEDRO,electro,127.84255,001-0290,electro,,,
CAJONERO 2740 P/ESCRITORIO C/LLAVE NEGRO/HAYA,electro,10.80772,001-0290,electro,,,
CAJONERO DOBLE C/ LLAVE QUICKLINE (NEGRO-CEDRO),electro,7.5867,001-0290,electro,,,
ESCRITORIO 1016 ESTUDIANTIL C/ALZADA CED,electro,96.77701,001-0290,electro,,,
PERCHERO DE PIE BOLD 4 GANCHOS VA-931,electro,55.20988,001-0290,electro,,,
SERVER DELL R250 E-2324/16GB/4TB SATA/PERC H355,redes,3492.90942,001-0300,redes,,,
SERVER DELL R450 SIL 4309 /16GB/480GBSSD/PERC H755,redes,5648.756685,001-0300,redes,,,
SERVER DELL R450 SIL 4309/16GB/480GB SSD/PERC H755,redes,6475.50332,001-0300,redes,,,
SERVER DELL R550 SIL 4309/16GB/480GB SDD/PERC H755,redes,7054.08132,001-0300,redes,,,
SERVER DELL R750XS SIL 4314/32GB/480GB SSD/ H755,redes,8253.245,001-0300,redes,,,
SERVER DELL T150  E-2336G/16GB/2TB SATA/PERC  H355,redes,2989.23053,001-0300,redes,,,
SERVER DELL T40 XEON E3-2224G/8GB/1TB HDD/DVD,redes,1813.38014,001-0300,redes,,,
SERVER HPE DL180 Gen10 4208 1P 8C 16G 12LFF+ Svr,redes,6183.27281,001-0300,redes,,,
Server HPE DL380 G10+ 4310 12C 32G MR416i-p 8SFF,redes,10018.941075,001-0300,redes,,,
SERVER HPE ML350 Gen10 4210R 10C 1P 16G 8SFF Tower,redes,7304.389235,001-0300,redes,,,
BALUN PASIVO CYGNUS BH01B VIDEO BNC-UTP,camaras,6.22908,001-0304,camaras,,,
BALUN PASIVO SOLO VIDEO BNC TVI-HDCVI OVER UTP,camaras,5.23083,001-0304,camaras,,,
CAMARA CCTV K38RD 1/3 SONY DOME IR 0.5LUX+ FUENTE,camaras,180.05768,001-0304,camaras,,,
CAMARA CCTV K38RD IR 1/3 SONY 530 TVL 0.5LX DOMO,camaras,183.13229,001-0304,camaras,,,
CAMARA IP 720P WIFI LOOSAFE INDOOR NIGHT VISION,camaras,30.41335,001-0304,camaras,,,
CAMARA SEGURIDAD SA-P4G1ZW 1/3 SONY 22X H.R. S/FTE,camaras,138.25097,001-0304,camaras,,,
CCTV CAMARA KE2300 IR 1.3M IP (POE),camaras,186.153825,001-0304,camaras,,,
IP CAM D-LINK DCS-6510L 11N VGA D/N PTZ EXTERIOR,camaras,158.57534,001-0304,camaras,,,
NVR 16CH 1080P TP-LINK HDMI/VGA 1SATA,camaras,257.29561,001-0304,camaras,,,
TAG ID CYGNUS MF 13.56 MHz,camaras,1.09142,001-0304,camaras,,,
WEBCAM LOOSAFE LS-F36-2  1080P C/MIC,camaras,23.2925,001-0304,camaras,,,
TRIPODE GENIUS MINI PARA WEBCAM,webcams,8.61157,001-0305,webcams,,,
WEBCAM E-VIEW 1080P HD/USB/MICROFONO,webcams,24.14434,001-0305,webcams,,,
WEBCAM GENIUS F100 V2 1080P GRAN ANGULAR MIC BLACK,webcams,67.01585,001-0305,webcams,,,
WEBCAM GENIUS FACECAM 1000X V2 720P 30FPS BLACK,webcams,32.95556,001-0305,webcams,,,
WEBCAM GENIUS FACECAM 2022AF FHD 1080P (AUTOFOCO),webcams,65.20569,001-0305,webcams,,,
WEBCAM GENIUS FACECAM QUIET 1080P NOICE REDUCTION,webcams,69.81095,001-0305,webcams,,,
WEBCAM LOGITECH C505E HD,webcams,63.32898,001-0305,webcams,,,
WEBCAM LOGITECH C930-E VIDEOCONFERENCIA,webcams,162.9144,001-0305,webcams,,,
WEBCAM VIDLOK  BY XIAOMI 1080P USB BLACK,webcams,31.46484,001-0305,webcams,,,
CAMARA STREAM-CAM PLUS GRAPHITE ( I ),webcams,264.918225,001-0309,webcams,,,
CAMARA VIDEOCONFERENCIA LOGITECH  MEETUP,webcams,1581.6273,001-0309,webcams,,,
CAMARA VIDEOCONFERENCIA LOGITECH  RALLY KIT,webcams,3607.8471,001-0309,webcams,,,
CAMARA VIDEOCONFERENCIA LOGITECH CONNECT,webcams,644.8695,001-0309,webcams,,,
MODEM 56K MR / MRG  + PARALELO OEM,redes,6.90404,001-0310,redes,,,
MODEM CONEXANT 56K INT PCI,redes,2.589015,001-0310,redes,,,
MODEM US ROBOTIC 56K INT WIN PCI 2974/29,redes,56.241185,001-0310,redes,,,
CABLE DPORT A DPORT PARA MONITOR DELL,monitores,24.57026,001-0320,monitores,,,
MONITOR 19 HIKVISION DS-D5019QE-B VGA/HDMI,monitores,223.68786,001-0320,monitores,,,
MONITOR 19 LENOVO D19-10 VGA/HDMI GTIA 3 CI,monitores,316.79131,001-0320,monitores,,,
MONITOR 19 PHILIPS VGA HDMI VESA,monitores,216.48715,001-0320,monitores,,,
MONITOR 19 PHILIPS VGA HDMI VESA,monitores,216.48715,001-0320,monitores,,,
MONITOR 19 PHILIPS VGA HDMI VESA CAJA DA�ADA,monitores,210.60413,001-0320,monitores,,,
MONITOR 20 HP P204 HDMI (I),monitores,287.37621,001-0320,monitores,,,
MONITOR 22 ASUS VP228HE BLACK AUDIO VGA/HDMI,monitores,387.65375,001-0320,monitores,,,
MONITOR 22 DELL E2222H VGA+DPORT FHD,monitores,367.12973,001-0320,monitores,,,
MONITOR 22 HIKVISION DS-D5022FN-C VGA/HDMI,monitores,286.75064,001-0320,monitores,,,
MONITOR 22 HP P22VA HDMI FHD,monitores,371.53534,001-0320,monitores,,,
MONITOR 22 HP P22VA HDMI FHD (CAJA DA�ADA),monitores,352.96789,001-0320,monitores,,,
MONITOR 22 LENOVO D22E-20 VGA/HDMI GTIA 3 CI,monitores,377.23202,001-0320,monitores,,,
MONITOR 22 LENOVO S22E-19 VGA/HDMI,monitores,357.36019,001-0320,monitores,,,
MONITOR 22 PHILIPS HDMI /VGA 221V8/77,monitores,263.28511,001-0320,monitores,,,
MONITOR 24 AOC G2490VX GAMER FHD,monitores,422.79215,001-0320,monitores,,,
MONITOR 24 ASUS VA24EHE BLACK IPS 75HZ VGA/HDMI/DV,monitores,459.92705,001-0320,monitores,,,
MONITOR 24 ASUS VG248QG GAMER BLACK TN 165HZ AUDIO,monitores,663.47688,001-0320,monitores,,,
MONITOR 24 ASUS VG24VQ CURVO GAMING 144HZ  AUDIO,monitores,640.6103,001-0320,monitores,,,
MONITOR 24 ASUS VP249QGR IPS 144HZ AUDIO HDMI/DP/V,monitores,586.18571,001-0320,monitores,,,
MONITOR 24 DELL P2422H VGA + HDMI + DPORT,monitores,689.25835,001-0320,monitores,,,
MONITOR 24 GIGABYTE G24F 2 GAMING IPS 165HZ HDMI/D,monitores,653.17494,001-0320,monitores,,,
MONITOR 24 GIGABYTE G24F GAMING IPS 165HZ HDMI/DP,monitores,594.1584,001-0320,monitores,,,
MONITOR 24 HIKVISION DS-D5024FN VGA/HDMI,monitores,290.13138,001-0320,monitores,,,
MONITOR 24 NOBLEX HDMI/VGA MK24X7100,monitores,209.28644,001-0320,monitores,,,
MONITOR 24 PHILIPS HDMI /VGA 241V8L/77,monitores,281.67953,001-0320,monitores,,,
MONITOR 24 SAMSUNG T350 FLAT IPS,monitores,281.06727,001-0320,monitores,,,
MONITOR 25 GIGABYTE AORUS FI25F GAMING IPS 240HZ,monitores,1468.01314,001-0320,monitores,,,
MONITOR 27 AOC G2790VX GAMER FHD,monitores,517.2266,001-0320,monitores,,,
MONITOR 27 ASUS VA27EHE BLACK IPS 75HZ VGA/HDMI,monitores,547.85291,001-0320,monitores,,,
MONITOR 27 ASUS VG278Q GAMING 144HZ AUDIO,monitores,762.99575,001-0320,monitores,,,
MONITOR 27 ASUS VG278QR GAMING 165HZ AUDIO,monitores,760.90608,001-0320,monitores,,,
MONITOR 27 ASUS VG27VQ CURVO GAMING 165HZ  AUDIO,monitores,801.48827,001-0320,monitores,,,
MONITOR 27 GIGABYTE G27F 2 GAMING IPS 144HZ HDMI/D,monitores,787.1534,001-0320,monitores,,,
MONITOR 27 GIGABYTE G27F GAMING IPS 144HZ HDMI/DP,monitores,658.11295,001-0320,monitores,,,
MONITOR 27 GIGABYTE G27FC A CURVO GAMING IPS 165HZ,monitores,787.1534,001-0320,monitores,,,
MONITOR 27 GIGABYTE G27Q GAMING IPS 144HZ HDMI/DP,monitores,996.97224,001-0320,monitores,,,
MONITOR 27 HIKVISION DS-D5027FN VGA/HDMI,monitores,368.30101,001-0320,monitores,,,
MONITOR 27 PHILIPS 271E1SCA CURVO LCD FULL HD,monitores,373.62501,001-0320,monitores,,,
MONITOR 27 PHILIPS HDMI /VGA 272V8LA/55,monitores,336.01095,001-0320,monitores,,,
MONITOR 32 ASUS VA32UQ 4K UHD BLACK HDMI/DPORT,monitores,1234.35609,001-0320,monitores,,,
SET BACK BOX (PIN) SBB-D32CV2 SMART SIGNAGE LFD,monitores,209.369875,001-0320,monitores,,,
ADAPTADOR PPGA P/INTEL CELERON,procesadores,9.979255,001-0330,procesadores,,,
CPU AMD OPTERON DP MODEL 248 BOX S940,procesadores,23.19174,001-0330,procesadores,,,
CPU AMD OPTERON DP MODEL 256 BOX S940,procesadores,25.100075,001-0330,procesadores,,,
CPU AMD RYZEN 5 3600 AM4 4.2GHZ 6CORES,procesadores,258.4153,001-0330,procesadores,,,
CPU AMD RYZEN 7 4750G PRO AM4 MPK,procesadores,566.81196,001-0330,procesadores,,,
"CPU IBM E5-2407 X3300 4C 2,2GHz/1066MHz/10MB",procesadores,168.68709,001-0330,procesadores,,,
"CPU IBM E5-2420 X3630 6C 1,9GHz/1333MHzW/Fan",procesadores,221.524875,001-0330,procesadores,,,
CPU IBM E5-2650 X3650 8C 2.0GHz/1600MHzW/Fan,procesadores,129.01317,001-0330,procesadores,,,
CPU INTEL  G5905 CELERON COMETLAKE S1200 BOX,procesadores,89.083995,001-0330,procesadores,,,
CPU INTEL  G5925 CELERON COMETLAKE S1200 BOX,procesadores,105.87005,001-0330,procesadores,,,
CPU INTEL  G6900 CELERON ALDERLAKE S1700 BOX,procesadores,124.88047,001-0330,procesadores,,,
CPU INTEL  PENT G6405 COMETLAKE S1200 BOX,procesadores,132.22209,001-0330,procesadores,,,
CPU INTEL  PENT G7400 ALDERLAKE S1700 BOX,procesadores,179.663055,001-0330,procesadores,,,
CPU INTEL CORE I3-10105 COMETLAKE S1200 BOX,procesadores,220.114895,001-0330,procesadores,,,
CPU INTEL CORE I3-10105F COMETLAKE S1200 BOX,procesadores,154.064625,001-0330,procesadores,,,
CPU INTEL CORE I3-12100F ALDERLAKE S1700 BOX,procesadores,220.29722,001-0330,procesadores,,,
CPU INTEL CORE I5-11600K ROCKETLAKE S1200 BOX,procesadores,534.18794,001-0330,procesadores,,,
CPU INTEL CORE I5-11600KF ROCKETLAKE S1200 BOX,procesadores,474.96878,001-0330,procesadores,,,
CPU INTEL CORE I5-12600K ALDERLAKE S1700 BOX,procesadores,601.976375,001-0330,procesadores,,,
CPU INTEL CORE I5-13600K RAPTORLAKE S1700 BOX,procesadores,720.59702,001-0330,procesadores,,,
CPU INTEL CORE I5-13600KF RAPTORLAKE S1700 BOX,procesadores,660.344685,001-0330,procesadores,,,
CPU INTEL CORE I5-3330 IVY BRIDGE S1155 BOX (EXPO),procesadores,160.90789,001-0330,procesadores,,,
CPU INTEL CORE I7 920 S1366 BOX (EXPO),procesadores,232.610235,001-0330,procesadores,,,
CPU INTEL CORE I7-10700K COMETLAKE S1200 BOX,procesadores,717.97154,001-0330,procesadores,,,
CPU INTEL CORE I7-10700KF COMETLAKE S1200 BOX,procesadores,656.68603,001-0330,procesadores,,,
CPU INTEL CORE I7-11700K ROCKETLAKE S1200 BOX,procesadores,765.765,001-0330,procesadores,,,
CPU INTEL CORE I7-11700KF ROCKETLAKE S1200 BOX,procesadores,697.50252,001-0330,procesadores,,,
CPU INTEL CORE I7-12700K ALDERLAKE S1700 BOX,procesadores,770.18942,001-0330,procesadores,,,
CPU INTEL CORE I7-12700KF ALDERLAKE S1700 BOX,procesadores,804.61238,001-0330,procesadores,,,
CPU INTEL CORE I7-13700K RAPTORLAKE S1700 BOX,procesadores,949.5486,001-0330,procesadores,,,
CPU INTEL CORE I7-13700KF RAPTORLAKE S1700 BOX,procesadores,889.296265,001-0330,procesadores,,,
CPU INTEL CORE I9-12900 ALDERLAKE S1700 BOX,procesadores,1055.22417,001-0330,procesadores,,,
CPU INTEL CORE I9-12900F ALDERLAKE S1700 BOX,procesadores,1000.320035,001-0330,procesadores,,,
"CPU LENOVO E5-2609v4 RD350 8C 1,7GHz/20MB W/F",procesadores,258.038495,001-0330,procesadores,,,
"CPU LENOVO E5-2609v4 RD450 8C 1,7GHz/20MB",procesadores,233.83789,001-0330,procesadores,,,
"CPU LENOVO E5-2620v2 X3550 6C 2,1GHz/15MB",procesadores,308.165715,001-0330,procesadores,,,
"CPU LENOVO E5-2630v2 X3650 6C 2,6GHz/15MB",procesadores,402.026625,001-0330,procesadores,,,
"CPU LENOVO E5-2650v2 X3650 8C 2,6GHz/20MB OEM",procesadores,660.57563,001-0330,procesadores,,,
"CPU LENOVO E7-8870 10C X3850X5 2,4GHz/30MB",procesadores,566.289295,001-0330,procesadores,,,
CPU MOBILE INTEL CM380 1.6G 400MHZ 1MB OEM,procesadores,49.3493,001-0330,procesadores,,,
CPU MOBILE INTEL T1300 1.66 2M 667M OEM,procesadores,75.09359,001-0330,procesadores,,,
MB ASUS AM4 PRIME A320M-K BOX M-ATX,mother,100.874345,001-0331,mother,,,
MB ASUS AM4 PRIME B450M-A II BOX M-ATX,mother,177.864115,001-0331,mother,,,
MB ASUS AM4 ROG STRIX B550-A GAMING BOX ATX,mother,504.38388,001-0331,mother,,,
MB ASUS S1200 PRIME B560M-A BOX M-ATX,mother,235.478815,001-0331,mother,,,
MB ASUS S1200 PRIME H410M-E BOX M-ATX,mother,167.240645,001-0331,mother,,,
MB ASUS S1700 PRIME H610M-K D4 BOX M-ATX,mother,218.218715,001-0331,mother,,,
MB ASUS S1700 TUF GAMING Z690-PLUS WIFI D4 BOX ATX,mother,810.0092,001-0331,mother,,,
MB ECS AM4 A520AM4-M3D BOX M-ATX,mother,132.7326,001-0331,mother,,,
MB ECS AM4 B450AM4-M BOX M-ATX,mother,144.826825,001-0331,mother,,,
MB ECS S1200 H510H6-M2 BOX M-ATX,mother,123.88376,001-0331,mother,,,
MB ECS S1700 H610H7-M2 BOX M-ATX,mother,150.43028,001-0331,mother,,,
MB GIGABYTE AM4 A520M H BOX M-ATX,mother,151.317595,001-0331,mother,,,
MB GIGABYTE AM4 GA-A320M-H BOX (CAJA ABIERTA),mother,92.11059,001-0331,mother,,,
MB GIGABYTE AM4 GA-A320M-H BOX M-ATX,mother,117.73333,001-0331,mother,,,
MB GIGABYTE AM4 X570S AORUS ELITE AX BOX ATX,mother,690.148745,001-0331,mother,,,
MB GIGABYTE S1200 B560 AORUS PRO AX BOX ATX,mother,414.254555,001-0331,mother,,,
MB GIGABYTE S1200 H470M DS3H BOX M-ATX,mother,266.87518,001-0331,mother,,,
MB GIGABYTE S1200 H510M H BOX M-ATX,mother,161.92891,001-0331,mother,,,
MB GIGABYTE S1200 H510M S2H V2 BOX M-ATX,mother,183.17585,001-0331,mother,,,
MB GIGABYTE S1700 B660M AORUS PRO DDR4 BOX M-ATX,mother,465.281245,001-0331,mother,,,
MB GIGABYTE S1700 B660M DS3H AX DDR4 BOX M-ATX,mother,328.57396,001-0331,mother,,,
MB GIGABYTE S1700 H610M H DDR4 BOX M-ATX,mother,163.788625,001-0331,mother,,,
MB GIGABYTE S1700 H610M S2H DDR4 BOX M-ATX,mother,172.515915,001-0331,mother,,,
MB GIGABYTE S1700 Z690 AERO D BOX ATX,mother,1026.17372,001-0331,mother,,,
MB GIGABYTE S1700 Z690 AERO G DDR4 BOX,mother,696.493655,001-0331,mother,,,
MB GIGABYTE S1700 Z690 AORUS ELITE AX DDR4 BOX ATX,mother,743.484885,001-0331,mother,,,
MB GIGABYTE S1700 Z690 GAMING X DDR4 BOX,mother,563.60304,001-0331,mother,,,
MB GIGABYTE S1700 Z690 UD AX DDR4 BOX,mother,539.621225,001-0331,mother,,,
MB GIGABYTE S1700 Z690 UD DDR4 BOX ATX,mother,491.657595,001-0331,mother,,,
MB MSI AM4 A520M-A PRO BOX M-ATX,mother,138.044335,001-0331,mother,,,
MB MSI S1200 H510M PRO-E BOX M-ATX,mother,148.65565,001-0331,mother,,,
MB MSI S1200 H510M-A PRO BOX M-ATX,mother,164.833955,001-0331,mother,,,
MB MSI S1200 MAG B560M BAZOOKA BOX M-ATX,mother,269.488505,001-0331,mother,,,
MB MSI S1200 MEG Z590 ACE BOX ATX,mother,343.15996,001-0331,mother,,,
MB MSI S1700 MAG Z690 TOMAHAWK WIFI DDR4 BOX,mother,694.086965,001-0331,mother,,,
MB MSI S1700 MEG Z690 UNIFY BOX ATX,mother,966.41974,001-0331,mother,,,
MB MSI S1700 PRO H610M-G DDR4 BOX M-ATX,mother,177.463,001-0331,mother,,,
MB MSI S1700 PRO Z690-A DDR4 BOX,mother,397.650825,001-0331,mother,,,
MB MSI S1700 PRO Z690-A WIFI DDR4 BOX,mother,484.461835,001-0331,mother,,,
CPU COOLER AM4 ALUMINUM FAN,coolers,9.38355,001-0332,coolers,,,
CPU COOLER INTEL ALUMINUM FAN S1200,coolers,6.655,001-0332,coolers,,,
CPU COOLER INTEL BXTS15A S1151/S1200 SKY/COFFE/COM,coolers,53.05366,001-0332,coolers,,,
CPU COOLER INTEL E97379-003 1150/1151/1200 (I),coolers,15.74573,001-0332,coolers,,,
DELL COOLER HEAT SINK PARA EL R440 (EXPO),coolers,52.035555,001-0332,coolers,,,
DELL COOLER HEAT SINK PARA EL SEGUNDO CPU R440,coolers,56.143945,001-0332,coolers,,,
DELL FAN PARA EL SEGUNDO CPU RR740,coolers,39.831935,001-0332,coolers,,,
FAN COOLER GAMEMAX 120X120 ARGB 5 1/4,coolers,17.90195,001-0332,coolers,,,
FAN COOLER PERFORMANCE 120MM BLUE (OEM),coolers,9.72961,001-0332,coolers,,,
FAN COOLER PERFORMANCE 120MM RED (OEM),coolers,11.68618,001-0332,coolers,,,
FAN COOLER PERFORMANCE 120X120 RGB 5 1/4,coolers,11.68618,001-0332,coolers,,,
FAN COOLER PERFORMANCE 120X120 RGB 5 1/4,coolers,11.68618,001-0332,coolers,,,
FAN GAMEMAX P/ GAB 120MM ARGB GMX-12-DBB (OEM),coolers,23.86483,001-0332,coolers,,,
FAN GAMEMAX P/ GABINETE 120MM BLUE 15 LEDS (OEM),coolers,17.02349,001-0332,coolers,,,
FAN GAMEMAX P/ GABINETE 120MM LEDS AZUL (OEM),coolers,10.54152,001-0332,coolers,,,
FAN GAMEMAX P/ GABINETE 120MM NEGRO,coolers,6.36218,001-0332,coolers,,,
FAN HP  REDUNDANTE NON PLUG ML350 G4,coolers,56.0351,001-0332,coolers,,,
FAN HP REDUNDANTE HOT PLUG ML370 G4,coolers,109.49224,001-0332,coolers,,,
FAN SYX P/ GAB 120MM MULTICOLOR,coolers,7.78635,001-0332,coolers,,,
FAN SYX P/ GAB 120MM RGB,coolers,10.90089,001-0332,coolers,,,
MB + CPU AMD RYZEN 5+ 4700S + RAM 16G MINI ITX,pc,333.72768,001-0333,pc,,,
MB + CPU ECS INTEL CELERON GLKD-I2-N4020  M-ITX,pc,146.00586,001-0333,pc,,,
MB + CPU GIGABYTE CELERON N5105I H BOX SERIE M-ITX,pc,184.46428,001-0333,pc,,,
POS PROX MOTHERBOARD REPUESTO P/ PA6322,pc,377.82602,001-0333,pc,,,
AMPL.  8MB EDO HP LASERJET 4000 HP08L15,accesorios,56.8854,001-0335,accesorios,,,
BOOTEO REMOTE 3CM3C90X P/N2000 3C900/905,accesorios,35.334585,001-0335,accesorios,,,
CASETE GTC P/EPSON LX 300 COLOR,accesorios,26.27394,001-0335,accesorios,,,
CD 52X IDE,accesorios,22.70554,001-0335,accesorios,,,
CD 56X IDE COMPLUS,accesorios,22.29227,001-0335,accesorios,,,
DATA CARTRIDGE 2120 XL 170/340 MB,accesorios,28.49671,001-0335,accesorios,,,
DISC FOTO PC I-CATCH WEB DIGITAL CAMERA 2MB,accesorios,41.9265,001-0335,accesorios,,,
DISKETTE OPTICO REGRABABLE 1.2 GB (5 1/4,accesorios,7.42698,001-0335,accesorios,,,
FAN POWER C  PCH179M,accesorios,7.44029,001-0335,accesorios,,,
FILTRO  TELA MONO 12,accesorios,0.75867,001-0335,accesorios,,,
LANTASTIC 7.0 (1 USUARIO),accesorios,117.56723,001-0335,accesorios,,,
LANTASTIC SERVER DEDICATED (10 USUARIOS),accesorios,333.24247,001-0335,accesorios,,,
MB INTEL SE7501WV2ATA  DUAL XEON (EXPO),accesorios,102.70975,001-0335,accesorios,,,
MB INTEL SE7501WV2SCSI DUAL XEON,accesorios,31.603,001-0335,accesorios,,,
MB INTEL SE7501WV2SCSI DUAL XEON (EXPO),accesorios,31.603,001-0335,accesorios,,,
MC.AFEE FIREWALL 1.0,accesorios,38.55907,001-0335,accesorios,,,
MOD FIBRA 3COM 3C16970,accesorios,298.84283,001-0335,accesorios,,,
MODEM ADSL ALCATEL INT.,accesorios,19.27783,001-0335,accesorios,,,
MODEM AMR 56K V90,accesorios,7.34162,001-0335,accesorios,,,
MODEM ISA 56K INT,accesorios,30.448275,001-0335,accesorios,,,
MODEM P/MB INTEGRADO TIPO 598,accesorios,3.67356,001-0335,accesorios,,,
PAPEL EPSON 041064 X30 TRANSPARENCIAS CARTA,accesorios,15.47953,001-0335,accesorios,,,
PAPEL EPSON 041072 GLOSSY X15 CARTA,accesorios,2.3958,001-0335,accesorios,,,
PAPEL EPSON 041075 FILM GLOS TABLDE X10,accesorios,5.64344,001-0335,accesorios,,,
PAPEL EPSON 041123 GLOSSY A2 X20H,accesorios,11.64625,001-0335,accesorios,,,
PAPEL EPSON 041290 PREM GLOS PHOTOB X20H,accesorios,1.77023,001-0335,accesorios,,,
PLACA RED SMC Cardbus (16/32BITS) 54MBPS WIRELESS,accesorios,32.611865,001-0335,accesorios,,,
VGA (R) 128MB PCI-E MSI RX300 TD128E,accesorios,11.802505,001-0335,accesorios,,,
VIDEO BLASTER MOVIEMAKER,accesorios,203.57194,001-0335,accesorios,,,
ZIP IOMEGA 100 MB EXT PAR  (R),accesorios,43.39335,001-0335,accesorios,,,
ZIP IOMEGA 100 MB INT SCSI (R),accesorios,24.346465,001-0335,accesorios,,,
ZIP IOMEGA 100 MB INT. OEM  (R),accesorios,19.56955,001-0335,accesorios,,,
ZIP IOMEGA 100 MB USB EXT. (R),accesorios,35.456135,001-0335,accesorios,,,
ZIP IOMEGA 250 MB EXT USB (R),accesorios,29.63389,001-0335,accesorios,,,
ADAPTADOR MOUSE/MODEM DB9H-DB25M,mouse,1.47741,001-0340,mouse,,,
ADAPTADOR P/MOUSE 9M/9M NB-515,mouse,1.34431,001-0340,mouse,,,
MOUSE + GAMEPAD GAMEMAX MG7 RGB,mouse,28.90459,001-0340,mouse,,,
MOUSE ADATA XPG INFAREX M20 RGB,mouse,31.55438,001-0340,mouse,,,
MOUSE ADATA XPG PRIMER RGB,mouse,45.97021,001-0340,mouse,,,
MOUSE ASUS USB BLACK BLUE LIGHT,mouse,25.2824,001-0340,mouse,,,
MOUSE CX MEQ-037 RUBBER BLACK COLOR FINISH  USB,mouse,4.217785,001-0340,mouse,,,
MOUSE CX OPTICO LM8635 BLACK PS/2,mouse,5.68854,001-0340,mouse,,,
MOUSE CX OPTICO M-512 USB BLACK,mouse,5.554835,001-0340,mouse,,,
MOUSE DELL MS116 USB BLACK WIRED,mouse,13.39481,001-0340,mouse,,,
MOUSE DELL WM126-BK WIRELESS BLACK,mouse,31.23835,001-0340,mouse,,,
MOUSE EVGA GAMER TORQ X10 CARBON GAMING,mouse,50.46756,001-0340,mouse,,,
MOUSE EVGA GAMER X15 GAMING 8K MOUSE BLACK,mouse,59.182695,001-0340,mouse,,,
MOUSE EVGA GAMER X17 GAMING MOUSE BLACK,mouse,59.182695,001-0340,mouse,,,
MOUSE GENIUS DX-110 USB BLACK 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS DX-110 USB BLUE 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS DX-110 USB RED 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS DX-110 USB WHITE 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS DX-120 USB BLACK 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS DX-120 USB BLUE 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS DX-120 USB GREEN 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS DX-120 USB RED 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS DX-120 USB WHITE 1200 DPI,mouse,5.29958,001-0340,mouse,,,
MOUSE GENIUS ECO-8015 WIRELESS SILVER RECARGABLE,mouse,19.144125,001-0340,mouse,,,
MOUSE GENIUS ECO-8100 WIRELESS BLACK RECARGABLE,mouse,17.466735,001-0340,mouse,,,
MOUSE GENIUS NX-7000 BLACK WIRELESS,mouse,9.99141,001-0340,mouse,,,
MOUSE GENIUS NX-7007 WIRELESS BLACK,mouse,10.23451,001-0340,mouse,,,
MOUSE GENIUS NX-7007 WIRELESS BLUE,mouse,10.23451,001-0340,mouse,,,
MOUSE GENIUS NX-7007 WIRELESS RED,mouse,10.23451,001-0340,mouse,,,
MOUSE GENIUS NX-8000S RED/BLK WIRELESS SILENCIOSO,mouse,10.830105,001-0340,mouse,,,
MOUSE GIGABYTE AORUS M2 RGB 2.0,mouse,46.86968,001-0340,mouse,,,
MOUSE GIGABYTE AORUS M4 RGB 2.0,mouse,71.54433,001-0340,mouse,,,
MOUSE HP BLUETOOTH TRAVEL WIRELESS,mouse,69.7697,001-0340,mouse,,,
MOUSE HP COMFORT GRIP WIRELESS,mouse,35.88156,001-0340,mouse,,,
MOUSE HP QY777AA OPTICO NEGRO,mouse,14.87772,001-0340,mouse,,,
MOUSE LOGITECH G PRO GAMING BLACK,mouse,48.826635,001-0340,mouse,,,
MOUSE LOGITECH G203 LIGHTSYNC GAMING BLACK ( I ),mouse,38.008685,001-0340,mouse,,,
MOUSE LOGITECH G203 LIGHTSYNC GAMING BLUE ( I ),mouse,37.498175,001-0340,mouse,,,
MOUSE LOGITECH G203 LIGHTSYNC GAMING LILAC ( I ),mouse,37.498175,001-0340,mouse,,,
MOUSE LOGITECH G203 LIGHTSYNC GAMING WHITE,mouse,36.27052,001-0340,mouse,,,
MOUSE LOGITECH G305 GAMING WIRELESS BLUE,mouse,51.354875,001-0340,mouse,,,
MOUSE LOGITECH G305 GAMING WIRELESS BLUE ( I ),mouse,58.07659,001-0340,mouse,,,
MOUSE LOGITECH G305 GAMING WIRELESS LILAC ( I ),mouse,58.07659,001-0340,mouse,,,
